"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Texts"
"125","Center02_Strip","","point","1.3316333477489e-10,1301.631144943089,4784.173886114191","1_47"
"126","Center02_Strip","","point","1.460931330041256e-10,1301.631144943089,4682.388174725608","1_46"
"127","Center02_Strip","","point","1.590229312333613e-10,1301.631144943089,4580.602463337026","1_45"
"128","Center02_Strip","","point","1.719527294625968e-10,1301.631144943089,4478.816751948444","1_44"
"129","Center02_Strip","","point","1.848825276918325e-10,1301.631144943089,4377.031040559862","1_43"
"130","Center02_Strip","","point","1.978123259210681e-10,1301.631144943089,4275.245329171281","1_42"
"131","Center02_Strip","","point","8.643847962297937e-12,1281.479165012457,4176.14936151783","1_41"
"132","Center02_Strip","","point","8.69789256198653e-12,1284.23231911396,4074.400873270833","1_40"
"133","Center02_Strip","","point","8.733929256482799e-12,1287.234863144861,3972.65948255067","1_39"
"134","Center02_Strip","","point","8.751957856239796e-12,1290.486780189786,3870.925757110166","1_38"
"135","Center02_Strip","","point","8.751978252940023e-12,1293.988050710918,3769.200308174939","1_37"
"136","Center02_Strip","","point","8.73399044646148e-12,1297.738653672314,3667.483746920255","1_36"
"137","Center02_Strip","","point","8.697994544877106e-12,1301.73856654004,3565.776684467344","1_35"
"138","Center02_Strip","","point","8.643990764453581e-12,1305.987765282317,3464.079731879733","1_34"
"139","Center02_Strip","","point","8.571979429642773e-12,1310.48622437005,3362.393500151201","1_33"
"140","Center02_Strip","","point","8.481960973106575e-12,1315.233916775384,3260.718600237789","1_32"
"141","Center02_Strip","","point","8.373935920071566e-12,1320.230814657145,3159.055629445501","1_31"
"142","Center02_Strip","","point","1.003441812135594e-11,1325.519305129925,3057.407501134567","1_30"
"143","Center02_Strip","","point","1.025461424091631e-11,1331.511768733675,2955.798641193288","1_29"
"144","Center02_Strip","","point","1.029778116420743e-11,1338.312030999787,2854.2406122628","1_28"
"145","Center02_Strip","","point","1.0346283630652e-11,1345.91966028481,2752.739867059656","1_27"
"146","Center02_Strip","","point","1.040011857324025e-11,1354.334175525352,2651.302824579881","1_26"
"147","Center02_Strip","","point","1.045928258766748e-11,1363.555044620276,2549.935899719351","1_25"
"148","Center02_Strip","","point","1.052377193256781e-11,1373.581684467146,2448.645502868458","1_24"
"149","Center02_Strip","","point","1.059358252976932e-11,1384.413461001903,2347.438039506866","1_23"
"150","Center02_Strip","","point","1.066870995704792e-11,1396.049688077552,2246.319919573169","1_22"
"151","Center02_Strip","","point","1.074914947295411e-11,1408.489631309393,2145.297524085853","1_21"
"152","Center02_Strip","","point","1.08348959890946e-11,1421.732503778283,2044.377243793408","1_20"
"153","Center02_Strip","","point","1.092594408316968e-11,1435.777468052743,1943.565460566838","1_19"
"154","Center02_Strip","","point","1.102228799765146e-11,1450.623635983789,1842.868549345834","1_18"
"155","Center02_Strip","","point","1.112392164016627e-11,1466.270068763873,1742.292877735966","1_17"
"156","Center02_Strip","","point","1.123083858389825e-11,1482.715776989015,1641.844805606391","1_16"
"157","Center02_Strip","","point","1.134303206801396e-11,1499.959720724135,1541.53068468809","1_15"
"158","Center02_Strip","","point","1.146049499810818e-11,1518.000809571563,1441.356858172681","1_14"
"159","Center02_Strip","","point","1.15832199466706e-11,1536.837902742738,1341.329660311821","1_13"
"160","Center02_Strip","","point","1.171119915357363e-11,1556.469809133081,1241.455416017219","1_12"
"161","Center02_Strip","","point","1.184442452603337e-11,1576.895287316085,1141.740440863032","1_11"
"162","Center02_Strip","","point","1.198288779076072e-11,1598.113068853282,1042.190933712278","1_10"
"163","Center02_Strip","","point","1.212657989538358e-11,1620.121766580701,942.8134028518471","1_9"
"164","Center02_Strip","","point","1.227549189624191e-11,1642.920010652963,843.614027516164","1_8"
"165","Center02_Strip","","point","1.24296143714211e-11,1666.506358587601,744.5990838128989","1_7"
"166","Center02_Strip","","point","1.258893756622081e-11,1690.879317562638,645.7748377497485","1_6"
"167","Center02_Strip","","point","1.275345139291048e-11,1716.037344379975,547.1475450839221","1_5"
"168","Center02_Strip","","point","1.292314553601663e-11,1741.978861559186,448.7233909065997","1_4"
"169","Center02_Strip","","point","1.309800913214635e-11,1768.702208390474,350.5086757077514","1_3"
"170","Center02_Strip","","point","1.3278031272022e-11,1796.205717674991,252.5095267925075","1_2"
"171","Center02_Strip","","point","1.455191522836685e-11,1825.272151018479,154.9657543694893","1_1"
"172","Center08_Wash","","point","-252.8199193409174,844.4619950861986,8507.934149645376","9_12"
"173","Center08_Wash","","point","-349.1384129714739,809.404930395318,8507.93414964538","9_11"
"174","Center08_Wash","","point","-269.5867342507265,890.5284404470674,8373.244873999405","9_10"
"175","Center08_Wash","","point","-365.905227881282,855.4713757561863,8373.2448739994","9_9"
"176","Center08_Wash","","point","-286.3535491605351,936.5948858079357,8238.555598353423","9_8"
"177","Center08_Wash","","point","-382.6720427910897,901.5378211170535,8238.555598353414","9_7"
"178","Center08_Wash","","point","-286.3535491607974,936.5948858083852,7798.4844016466","9_6"
"179","Center08_Wash","","point","-382.6720427913533,901.5378211175046,7798.4844016466","9_5"
"180","Center08_Wash","","point","-269.5867342509914,890.5284404475179,7663.795126000614","9_4"
"181","Center08_Wash","","point","-365.9052278815475,855.4713757566369,7663.795126000619","9_3"
"182","Center08_Wash","","point","-252.8199193411864,844.4619950866509,7529.105850354636","9_2"
"183","Center08_Wash","","point","-349.1384129717421,809.4049303957695,7529.105850354635","9_1"
"184","Center08_Wash","","point","-736.4810016134818,484.3859071266562,8507.934149645376","8_12"
"185","Center08_Wash","","point","-787.7310016134828,395.618303238751,8507.93414964538","8_11"
"186","Center08_Wash","","point","-778.9360673042139,508.8973507316609,8373.244873999405","8_10"
"187","Center08_Wash","","point","-830.1860673042138,420.1297468437559,8373.2448739994","8_9"
"188","Center08_Wash","","point","-821.3911329949453,533.4087943366658,8238.555598353423","8_8"
"189","Center08_Wash","","point","-872.6411329949439,444.6411904487604,8238.555598353414","8_7"
"190","Center08_Wash","","point","-821.3911329954352,533.4087943368414,7798.4844016466","8_6"
"191","Center08_Wash","","point","-872.6411329954357,444.6411904489365,7798.4844016466","8_5"
"192","Center08_Wash","","point","-778.9360673047065,508.8973507318358,7663.795126000614","8_4"
"193","Center08_Wash","","point","-830.1860673047069,420.1297468439304,7663.795126000619","8_3"
"194","Center08_Wash","","point","-736.4810016139785,484.3859071268298,7529.105850354636","8_2"
"195","Center08_Wash","","point","-787.7310016139784,395.6183032389245,7529.105850354635","8_1"
"196","Center08_Wash","","point","-875.5344381564961,-102.339730127158,8507.934149645376","7_12"
"197","Center08_Wash","","point","-857.7354999456363,-203.2825248109102,8507.93414964538","7_11"
"198","Center08_Wash","","point","-923.8125575559601,-110.8524651551506,8373.244873999405","7_10"
"199","Center08_Wash","","point","-906.0136193450995,-211.7952598389019,8373.2448739994","7_9"
"200","Center08_Wash","","point","-972.0906769554235,-119.3652001831427,8238.555598353423","7_8"
"201","Center08_Wash","","point","-954.2917387445617,-220.3079948668934,8238.555598353414","7_7"
"202","Center08_Wash","","point","-972.0906769559117,-119.3652001833231,7798.4844016466","7_6"
"203","Center08_Wash","","point","-954.2917387450518,-220.3079948670746,7798.4844016466","7_5"
"204","Center08_Wash","","point","-923.8125575564499,-110.8524651553333,7663.795126000614","7_4"
"205","Center08_Wash","","point","-906.0136193455895,-211.7952598390852,7663.795126000619","7_3"
"206","Center08_Wash","","point","-875.5344381569882,-102.3397301273443,7529.105850354636","7_2"
"207","Center08_Wash","","point","-857.7354999461276,-203.2825248110959,7529.105850354635","7_1"
"208","Center08_Wash","","point","-604.9155806046792,-641.1794702750664,8507.934149645376","6_12"
"209","Center08_Wash","","point","-526.396025184984,-707.0652002679377,8507.93414964538","6_11"
"210","Center08_Wash","","point","-636.4268850943349,-678.7331806079471,8373.244873999405","6_10"
"211","Center08_Wash","","point","-557.9073296746396,-744.6189106008173,8373.2448739994","6_9"
"212","Center08_Wash","","point","-667.9381895839905,-716.2868909408271,8238.555598353423","6_8"
"213","Center08_Wash","","point","-589.4186341642946,-782.1726209336961,8238.555598353414","6_7"
"214","Center08_Wash","","point","-667.9381895842487,-716.2868909412791,7798.4844016466","6_6"
"215","Center08_Wash","","point","-589.4186341645535,-782.1726209341499,7798.4844016466","6_5"
"216","Center08_Wash","","point","-636.4268850945926,-678.7331806084019,7663.795126000614","6_4"
"217","Center08_Wash","","point","-557.9073296748971,-744.6189106012725,7663.795126000619","6_3"
"218","Center08_Wash","","point","-604.9155806049365,-641.1794702755254,7529.105850354636","6_2"
"219","Center08_Wash","","point","-526.3960251852409,-707.0652002683956,7529.105850354635","6_1"
"220","Center08_Wash","","point","-51.25000000011329,-880.0042103652115,8507.934149645376","5_12"
"221","Center08_Wash","","point","51.24999999988739,-880.0042103652122,8507.93414964538","5_11"
"222","Center08_Wash","","point","-51.25000000011102,-929.027097575225,8373.244873999405","5_10"
"223","Center08_Wash","","point","51.24999999988896,-929.0270975752248,8373.2448739994","5_9"
"224","Center08_Wash","","point","-51.25000000010908,-978.0499847852378,8238.555598353423","5_8"
"225","Center08_Wash","","point","51.24999999989046,-978.0499847852363,8238.555598353414","5_7"
"226","Center08_Wash","","point","-51.25000000001631,-978.04998478575,7798.4844016466","5_6"
"227","Center08_Wash","","point","51.24999999998386,-978.0499847857504,7798.4844016466","5_5"
"228","Center08_Wash","","point","-51.25000000001614,-929.0270975757389,7663.795126000614","5_4"
"229","Center08_Wash","","point","51.24999999998437,-929.027097575739,7663.795126000619","5_3"
"230","Center08_Wash","","point","-51.25000000001529,-880.0042103657285,7529.105850354636","5_2"
"231","Center08_Wash","","point","51.24999999998496,-880.0042103657281,7529.105850354635","5_1"
"232","Center08_Wash","","point","526.3960251848104,-707.0652002680823,8507.934149645376","4_12"
"233","Center08_Wash","","point","604.9155806045067,-641.1794702752122,8507.93414964538","4_11"
"234","Center08_Wash","","point","557.9073296744695,-744.6189106009601,8373.244873999405","4_10"
"235","Center08_Wash","","point","636.4268850941646,-678.7331806080897,8373.2448739994","4_9"
"236","Center08_Wash","","point","589.418634164128,-782.1726209338376,8238.555598353423","4_8"
"237","Center08_Wash","","point","667.938189583822,-716.2868909409666,8238.555598353414","4_7"
"238","Center08_Wash","","point","589.4186341645284,-782.1726209341703,7798.4844016466","4_6"
"239","Center08_Wash","","point","667.938189584224,-716.2868909413003,7798.4844016466","4_5"
"240","Center08_Wash","","point","557.9073296748726,-744.6189106012929,7663.795126000614","4_4"
"241","Center08_Wash","","point","636.4268850945683,-678.7331806084223,7663.795126000619","4_3"
"242","Center08_Wash","","point","526.3960251852177,-707.0652002684153,7529.105850354636","4_2"
"243","Center08_Wash","","point","604.915580604913,-641.1794702755446,7529.105850354635","4_1"
"244","Center08_Wash","","point","857.7354999455965,-203.2825248111323,8507.934149645376","3_12"
"245","Center08_Wash","","point","875.5344381564577,-102.3397301273804,8507.93414964538","3_11"
"246","Center08_Wash","","point","906.0136193450612,-211.7952598391204,8373.244873999405","3_10"
"247","Center08_Wash","","point","923.8125575559213,-110.852465155369,8373.2448739994","3_9"
"248","Center08_Wash","","point","954.2917387445252,-220.3079948671087,8238.555598353423","3_8"
"249","Center08_Wash","","point","972.0906769553841,-119.3652001833576,8238.555598353414","3_7"
"250","Center08_Wash","","point","954.2917387450457,-220.3079948671062,7798.4844016466","3_6"
"251","Center08_Wash","","point","972.0906769559066,-119.3652001833549,7798.4844016466","3_5"
"252","Center08_Wash","","point","906.0136193455838,-211.7952598391162,7663.795126000614","3_4"
"253","Center08_Wash","","point","923.8125575564444,-110.8524651553644,7663.795126000619","3_3"
"254","Center08_Wash","","point","857.7354999461226,-203.2825248111256,7529.105850354636","3_2"
"255","Center08_Wash","","point","875.5344381569828,-102.3397301273739,7529.105850354635","3_1"
"256","Center08_Wash","","point","787.731001613595,395.618303238555,8507.934149645376","2_12"
"257","Center08_Wash","","point","736.4810016135953,484.385907126461,8507.93414964538","2_11"
"258","Center08_Wash","","point","830.1860673043249,420.1297468435638,8373.244873999405","2_10"
"259","Center08_Wash","","point","778.9360673043248,508.8973507314686,8373.2448739994","2_9"
"260","Center08_Wash","","point","872.6411329950542,444.6411904485718,8238.555598353423","2_8"
"261","Center08_Wash","","point","821.3911329950533,533.4087943364757,8238.555598353414","2_7"
"262","Center08_Wash","","point","872.6411329954515,444.6411904489083,7798.4844016466","2_6"
"263","Center08_Wash","","point","821.3911329954518,533.4087943368136,7798.4844016466","2_5"
"264","Center08_Wash","","point","830.1860673047224,420.1297468439029,7663.795126000614","2_4"
"265","Center08_Wash","","point","778.9360673047224,508.8973507318084,7663.795126000619","2_3"
"266","Center08_Wash","","point","787.7310016139937,395.6183032388984,7529.105850354636","2_2"
"267","Center08_Wash","","point","736.4810016139934,484.3859071268034,7529.105850354635","2_1"
"268","Center08_Wash","","point","349.138412971686,809.4049303952401,8507.934149645376","1_12"
"269","Center08_Wash","","point","252.81991934113,844.4619950861221,8507.93414964538","1_11"
"270","Center08_Wash","","point","365.9052278814908,855.4713757561104,8373.244873999405","1_10"
"271","Center08_Wash","","point","269.5867342509351,890.5284404469913,8373.2448739994","1_9"
"272","Center08_Wash","","point","382.6720427912957,901.5378211169801,8238.555598353423","1_8"
"273","Center08_Wash","","point","286.35354916074,936.5948858078597,8238.555598353414","1_7"
"274","Center08_Wash","","point","382.6720427913836,901.5378211174931,7798.4844016466","1_6"
"275","Center08_Wash","","point","286.353549160828,936.5948858083747,7798.4844016466","1_5"
"276","Center08_Wash","","point","365.9052278815774,855.4713757566259,7663.795126000614","1_4"
"277","Center08_Wash","","point","269.5867342510214,890.5284404475073,7663.795126000619","1_3"
"278","Center08_Wash","","point","349.1384129717707,809.4049303957594,7529.105850354636","1_2"
"279","Center08_Wash","","point","252.8199193412148,844.4619950866403,7529.105850354635","1_1"
"280","Center07_Beam","","point","-127.5000000000005,220.8364779650307,1612","6_1"
"281","Center07_Beam","","point","-254.9999999999993,-1.165290086646564e-12,1612","5_1"
"282","Center07_Beam","","point","-127.4999999999987,-220.8364779650317,1612","4_1"
"283","Center07_Beam","","point","127.5000000000006,-220.8364779650307,1612","3_1"
"284","Center07_Beam","","point","254.9999999999993,1.06581410364015e-12,1612","2_1"
"285","Center07_Beam","","point","127.4999999999987,220.8364779650317,1612","1_1"
"286","Center06_Wash","","point","-1.06581410364015e-14,0,1651","1_1"
"287","Center05_Wash","","point","-726.637300545661,1258.572723226541,20","6_1"
"288","Center05_Wash","","point","-1453.274601097176,3.380394705383815e-09,20","5_1"
"289","Center05_Wash","","point","-726.6373005515155,-1258.57272322316,20","4_1"
"290","Center05_Wash","","point","726.6373005456602,-1258.572723226541,20","3_1"
"291","Center05_Wash","","point","1453.274601097176,-3.380394705383815e-09,20","2_1"
"292","Center05_Wash","","point","726.6373005515153,1258.57272322316,20","1_1"
"293","Center04_Wash","","point","-456.752922775398,791.1192687525717,20","6_1"
"294","Center04_Wash","","point","-913.5058455507947,-3.144619934486009e-13,20","5_1"
"295","Center04_Wash","","point","-456.7529227753972,-791.1192687525721,20","4_1"
"296","Center04_Wash","","point","456.7529227753976,-791.119268752572,20","3_1"
"297","Center04_Wash","","point","913.5058455507947,3.144619934486009e-13,20","2_1"
"298","Center04_Wash","","point","456.752922775397,791.1192687525722,20","1_1"
"299","Center01_Glass","","point","-96.03964403372535,544.6678871720159,6153.130015505141","18_15"
"300","Center01_Glass","","point","-87.1271387934226,494.1225582345366,5860.84620454492","18_14"
"301","Center01_Glass","","point","-81.1148251745058,460.0250333136203,5567.133835047682","18_13"
"302","Center01_Glass","","point","-77.48322086697203,439.4291818282538,5269.471834426583","18_12"
"303","Center01_Glass","","point","-74.4193857701726,422.0533095454688,4971.387723420203","18_11"
"304","Center01_Glass","","point","-71.67670610178175,406.4988002051049,4672.189618259737","18_10"
"305","Center01_Glass","","point","-69.29830454224091,393.010214680722,4373.899784452195","18_9"
"306","Center01_Glass","","point","-67.24665151950367,381.3747121935536,4074.518539101237","18_8"
"307","Center01_Glass","","point","-65.55408537801429,371.7756926059733,3776.074823673408","18_7"
"308","Center01_Glass","","point","-64.19381819179694,364.061234042957,3476.563246861045","18_6"
"309","Center01_Glass","","point","-63.18737341979084,358.353402105031,3178.017515251804","18_5"
"310","Center01_Glass","","point","-62.51873020470171,354.5613379964975,2878.428438126743","18_4"
"311","Center01_Glass","","point","-62.19653561525683,352.7340816787664,2578.820361981266","18_3"
"312","Center01_Glass","","point","-62.16604760476264,352.5611755783635,2280.000000000005","18_2"
"313","Center01_Glass","","point","-62.16604760476412,352.5611755783632,1980.000000000005","18_1"
"314","Center01_Glass","","point","-423.6764048994778,355.5067150898929,6153.130015505141","16_15"
