"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Texts"
"2424","17_Tube120","","point","2241.614414946819,671.4337886709031,9459.731194169628","4_8"
"2425","17_Tube120","","point","2198.982385866115,658.8751074416741,9432.401598041748","4_7"
"2426","17_Tube120","","point","2156.350356785411,646.3164262124451,9405.072001913868","4_6"
"2427","17_Tube120","","point","2113.718327704707,633.7577449832161,9377.742405785988","4_5"
"2428","17_Tube120","","point","2071.086298624003,621.199063753987,9350.412809658106","4_4"
"2429","17_Tube120","","point","2028.454269543299,608.6403825247581,9323.083213530226","4_3"
"2430","17_Tube120","","point","1985.822240462595,596.081701295529,9295.753617402348","4_2"
"2431","17_Tube120","","point","1943.190211381891,583.5230200663,9268.424021274466","4_1"
"2432","17_Tube120","","point","2221.217624216068,2091.746935806934,9897.004732215713","3_24"
"2433","17_Tube120","","point","2188.75657734641,2061.390868639375,9869.675136087832","3_23"
"2434","17_Tube120","","point","2156.295530476754,2031.034801471817,9842.345539959953","3_22"
"2435","17_Tube120","","point","2123.834483607096,2000.678734304259,9815.015943832072","3_21"
"2436","17_Tube120","","point","2091.37343673744,1970.322667136701,9787.686347704192","3_20"
"2437","17_Tube120","","point","2058.912389867783,1939.966599969142,9760.356751576312","3_19"
"2438","17_Tube120","","point","2026.451342998125,1909.610532801584,9733.027155448432","3_18"
"2439","17_Tube120","","point","1993.990296128468,1879.254465634026,9705.697559320552","3_17"
"2440","17_Tube120","","point","1961.529249258811,1848.898398466468,9678.367963192672","3_16"
"2441","17_Tube120","","point","1929.068202389155,1818.54233129891,9651.03836706479","3_15"
"2442","17_Tube120","","point","1896.607155519497,1788.186264131351,9623.70877093691","3_14"
"2443","17_Tube120","","point","1864.14610864984,1757.830196963793,9596.37917480903","3_13"
"2444","17_Tube120","","point","1831.685061780183,1727.474129796235,9569.049578681148","3_12"
"2445","17_Tube120","","point","1799.224014910526,1697.118062628677,9541.71998255327","3_11"
"2446","17_Tube120","","point","1766.762968040869,1666.761995461119,9514.39038642539","3_10"
"2447","17_Tube120","","point","1734.301921171212,1636.40592829356,9487.060790297508","3_9"
"2448","17_Tube120","","point","1701.840874301555,1606.049861126002,9459.731194169628","3_8"
"2449","17_Tube120","","point","1669.379827431898,1575.693793958444,9432.401598041748","3_7"
"2450","17_Tube120","","point","1636.918780562241,1545.337726790885,9405.072001913868","3_6"
"2451","17_Tube120","","point","1604.457733692584,1514.981659623327,9377.742405785988","3_5"
"2452","17_Tube120","","point","1571.996686822927,1484.625592455769,9350.412809658106","3_4"
"2453","17_Tube120","","point","1539.53563995327,1454.269525288211,9323.083213530226","3_3"
"2454","17_Tube120","","point","1507.074593083613,1423.913458120653,9295.753617402348","3_2"
"2455","17_Tube120","","point","1474.613546213955,1393.557390953094,9268.424021274466","3_1"
"2456","17_Tube120","","point","1678.954374711001,2547.611662955044,9897.004732215713","2_24"
"2457","17_Tube120","","point","1654.368910422992,2510.587814917617,9869.675136087832","2_23"
"2458","17_Tube120","","point","1629.783446134983,2473.563966880191,9842.345539959953","2_22"
"2459","17_Tube120","","point","1605.197981846975,2436.540118842765,9815.015943832072","2_21"
"2460","17_Tube120","","point","1580.612517558966,2399.516270805339,9787.686347704192","2_20"
"2461","17_Tube120","","point","1556.027053270957,2362.492422767912,9760.356751576312","2_19"
"2462","17_Tube120","","point","1531.441588982949,2325.468574730486,9733.027155448432","2_18"
"2463","17_Tube120","","point","1506.85612469494,2288.44472669306,9705.697559320552","2_17"
"2464","17_Tube120","","point","1482.270660406932,2251.420878655634,9678.367963192672","2_16"
"2465","17_Tube120","","point","1457.685196118923,2214.397030618207,9651.03836706479","2_15"
"2466","17_Tube120","","point","1433.099731830914,2177.373182580781,9623.70877093691","2_14"
"2467","17_Tube120","","point","1408.514267542906,2140.349334543355,9596.37917480903","2_13"
"2468","17_Tube120","","point","1383.928803254897,2103.325486505929,9569.049578681148","2_12"
"2469","17_Tube120","","point","1359.343338966888,2066.301638468502,9541.71998255327","2_11"
"2470","17_Tube120","","point","1334.75787467888,2029.277790431076,9514.39038642539","2_10"
"2471","17_Tube120","","point","1310.172410390871,1992.25394239365,9487.060790297508","2_9"
"2472","17_Tube120","","point","1285.586946102863,1955.230094356224,9459.731194169628","2_8"
"2473","17_Tube120","","point","1261.001481814854,1918.206246318797,9432.401598041748","2_7"
"2474","17_Tube120","","point","1236.416017526846,1881.182398281371,9405.072001913868","2_6"
"2475","17_Tube120","","point","1211.830553238837,1844.158550243945,9377.742405785988","2_5"
"2476","17_Tube120","","point","1187.245088950828,1807.134702206519,9350.412809658106","2_4"
"2477","17_Tube120","","point","1162.65962466282,1770.110854169093,9323.083213530226","2_3"
"2478","17_Tube120","","point","1138.074160374811,1733.087006131666,9295.753617402348","2_2"
"2479","17_Tube120","","point","1113.488696086803,1696.06315809424,9268.424021274466","2_1"
"2480","17_Tube120","","point","357.0024050521756,3030.142283849511,9897.004732215713","1_24"
"2481","17_Tube120","","point","351.6483043339688,2986.022628555587,9869.675136087832","1_23"
"2482","17_Tube120","","point","346.2942036157621,2941.902973261663,9842.345539959953","1_22"
"2483","17_Tube120","","point","340.9401028975554,2897.783317967739,9815.015943832072","1_21"
"2484","17_Tube120","","point","335.5860021793488,2853.663662673815,9787.686347704192","1_20"
"2485","17_Tube120","","point","330.231901461142,2809.544007379891,9760.356751576312","1_19"
"2486","17_Tube120","","point","324.8778007429353,2765.424352085967,9733.027155448432","1_18"
"2487","17_Tube120","","point","319.5237000247286,2721.304696792043,9705.697559320552","1_17"
"2488","17_Tube120","","point","314.1695993065219,2677.185041498119,9678.367963192672","1_16"
"2489","17_Tube120","","point","308.8154985883152,2633.065386204195,9651.03836706479","1_15"
"2490","17_Tube120","","point","303.4613978701085,2588.945730910271,9623.70877093691","1_14"
"2491","17_Tube120","","point","298.1072971519018,2544.826075616347,9596.37917480903","1_13"
"2492","17_Tube120","","point","292.7531964336951,2500.706420322424,9569.049578681148","1_12"
"2493","17_Tube120","","point","287.3990957154884,2456.586765028499,9541.71998255327","1_11"
"2494","17_Tube120","","point","282.0449949972817,2412.467109734575,9514.39038642539","1_10"
"2495","17_Tube120","","point","276.690894279075,2368.347454440651,9487.060790297508","1_9"
"2496","17_Tube120","","point","271.3367935608683,2324.227799146727,9459.731194169628","1_8"
"2497","17_Tube120","","point","265.9826928426615,2280.108143852803,9432.401598041748","1_7"
"2498","17_Tube120","","point","260.6285921244549,2235.988488558879,9405.072001913868","1_6"
"2499","17_Tube120","","point","255.2744914062482,2191.868833264955,9377.742405785988","1_5"
"2500","17_Tube120","","point","249.9203906880414,2147.749177971031,9350.412809658106","1_4"
"2501","17_Tube120","","point","244.5662899698347,2103.629522677107,9323.083213530226","1_3"
"2502","17_Tube120","","point","239.212189251628,2059.509867383184,9295.753617402348","1_2"
"2503","17_Tube120","","point","233.8580885334213,2015.390212089259,9268.424021274466","1_1"
"2504","19_Tube60","","point","-490.8788747115955,2071.180832872583,9681.118398019549","27_12"
"2505","19_Tube60","","point","-497.4679968911423,2098.982525442367,9634.6549072905","27_11"
"2506","19_Tube60","","point","-504.0571190706892,2126.78421801215,9588.191416561451","27_10"
"2507","19_Tube60","","point","-510.646241250236,2154.585910581934,9541.7279258324","27_9"
"2508","19_Tube60","","point","-517.2353634297829,2182.387603151717,9495.26443510335","27_8"
"2509","19_Tube60","","point","-523.8244856093297,2210.1892957215,9448.800944374299","27_7"
"2510","19_Tube60","","point","-530.4136077888766,2237.990988291284,9402.33745364525","27_6"
"2511","19_Tube60","","point","-537.0027299684234,2265.792680861067,9355.873962916201","27_5"
"2512","19_Tube60","","point","-543.5918521479701,2293.59437343085,9309.41047218715","27_4"
"2513","19_Tube60","","point","-550.180974327517,2321.396066000634,9262.946981458101","27_3"
"2514","19_Tube60","","point","-556.7700965070637,2349.197758570418,9216.483490729051","27_2"
"2515","19_Tube60","","point","-563.3592186866106,2376.999451140201,9170.02","27_1"
"2516","19_Tube60","","point","-955.2943423520774,1902.147426349231,9681.118398019549","26_12"
"2517","19_Tube60","","point","-968.1173654306034,1927.680164548831,9634.6549072905","26_11"
"2518","19_Tube60","","point","-980.9403885091294,1953.212902748432,9588.191416561451","26_10"
"2519","19_Tube60","","point","-993.7634115876554,1978.745640948032,9541.7279258324","26_9"
"2520","19_Tube60","","point","-1006.586434666182,2004.278379147632,9495.26443510335","26_8"
"2521","19_Tube60","","point","-1019.409457744708,2029.811117347233,9448.800944374299","26_7"
"2522","19_Tube60","","point","-1032.232480823234,2055.343855546833,9402.33745364525","26_6"
"2523","19_Tube60","","point","-1045.05550390176,2080.876593746434,9355.873962916201","26_5"
"2524","19_Tube60","","point","-1057.878526980286,2106.409331946034,9309.41047218715","26_4"
"2525","19_Tube60","","point","-1070.701550058812,2131.942070145635,9262.946981458101","26_3"
"2526","19_Tube60","","point","-1083.524573137338,2157.474808345235,9216.483490729051","26_2"
"2527","19_Tube60","","point","-1096.347596215864,2183.007546544835,9170.02","26_1"
"2528","19_Tube60","","point","-1368.209644727634,1630.568759718881,9681.118398019549","25_12"
"2529","19_Tube60","","point","-1386.57527621186,1652.456067023055,9634.6549072905","25_11"
"2530","19_Tube60","","point","-1404.940907696086,1674.343374327229,9588.191416561451","25_10"
"2531","19_Tube60","","point","-1423.306539180312,1696.230681631403,9541.7279258324","25_9"
"2532","19_Tube60","","point","-1441.672170664539,1718.117988935577,9495.26443510335","25_8"
"2533","19_Tube60","","point","-1460.037802148765,1740.005296239751,9448.800944374299","25_7"
"2534","19_Tube60","","point","-1478.403433632991,1761.892603543925,9402.33745364525","25_6"
"2535","19_Tube60","","point","-1496.769065117217,1783.779910848099,9355.873962916201","25_5"
"2536","19_Tube60","","point","-1515.134696601443,1805.667218152273,9309.41047218715","25_4"
"2537","19_Tube60","","point","-1533.500328085669,1827.554525456447,9262.946981458101","25_3"
"2538","19_Tube60","","point","-1551.865959569895,1849.441832760621,9216.483490729051","25_2"
"2539","19_Tube60","","point","-1570.231591054121,1871.329140064795,9170.02","25_1"
"2540","19_Tube60","","point","-1707.364411008058,1271.085709195094,9681.118398019549","24_12"
"2541","19_Tube60","","point","-1730.282554950903,1288.147635201756,9634.6549072905","24_11"
"2542","19_Tube60","","point","-1753.200698893748,1305.209561208417,9588.191416561451","24_10"
"2543","19_Tube60","","point","-1776.118842836593,1322.271487215078,9541.7279258324","24_9"
"2544","19_Tube60","","point","-1799.036986779438,1339.333413221739,9495.26443510335","24_8"
"2545","19_Tube60","","point","-1821.955130722283,1356.395339228401,9448.800944374299","24_7"
"2546","19_Tube60","","point","-1844.873274665128,1373.457265235062,9402.33745364525","24_6"
"2547","19_Tube60","","point","-1867.791418607973,1390.519191241723,9355.873962916201","24_5"
"2548","19_Tube60","","point","-1890.709562550818,1407.581117248384,9309.41047218715","24_4"
"2549","19_Tube60","","point","-1913.627706493663,1424.643043255046,9262.946981458101","24_3"
"2550","19_Tube60","","point","-1936.545850436508,1441.704969261707,9216.483490729051","24_2"
"2551","19_Tube60","","point","-1959.463994379353,1458.766895268368,9170.02","24_1"
"2552","19_Tube60","","point","-1954.474719956232,843.0780990803272,9681.118398019549","23_12"
"2553","19_Tube60","","point","-1980.709853285597,854.3948309421417,9634.6549072905","23_11"
"2554","19_Tube60","","point","-2006.944986614961,865.7115628039563,9588.191416561451","23_10"
"2555","19_Tube60","","point","-2033.180119944326,877.0282946657705,9541.7279258324","23_9"
"2556","19_Tube60","","point","-2059.415253273691,888.3450265275852,9495.26443510335","23_8"
"2557","19_Tube60","","point","-2085.650386603055,899.6617583893997,9448.800944374299","23_7"
"2558","19_Tube60","","point","-2111.88551993242,910.9784902512142,9402.33745364525","23_6"
"2559","19_Tube60","","point","-2138.120653261785,922.2952221130288,9355.873962916201","23_5"
"2560","19_Tube60","","point","-2164.355786591149,933.6119539748431,9309.41047218715","23_4"
"2561","19_Tube60","","point","-2190.590919920514,944.9286858366576,9262.946981458101","23_3"
"2562","19_Tube60","","point","-2216.826053249878,956.2454176984721,9216.483490729051","23_2"
"2563","19_Tube60","","point","-2243.061186579243,967.5621495602866,9170.02","23_1"
"2564","19_Tube60","","point","-2096.21879085464,369.6199304215074,9681.118398019549","22_12"
"2565","19_Tube60","","point","-2124.356570742027,374.5813801945778,9634.6549072905","22_11"
"2566","19_Tube60","","point","-2152.494350629414,379.5428299676482,9588.191416561451","22_10"
"2567","19_Tube60","","point","-2180.632130516801,384.5042797407186,9541.7279258324","22_9"
"2568","19_Tube60","","point","-2208.769910404189,389.4657295137891,9495.26443510335","22_8"
"2569","19_Tube60","","point","-2236.907690291576,394.4271792868595,9448.800944374299","22_7"
"2570","19_Tube60","","point","-2265.045470178963,399.3886290599299,9402.33745364525","22_6"
"2571","19_Tube60","","point","-2293.18325006635,404.3500788330004,9355.873962916201","22_5"
"2572","19_Tube60","","point","-2321.321029953737,409.3115286060707,9309.41047218715","22_4"
"2573","19_Tube60","","point","-2349.458809841124,414.2729783791412,9262.946981458101","22_3"
"2574","19_Tube60","","point","-2377.596589728511,419.2344281522116,9216.483490729051","22_2"
"2575","19_Tube60","","point","-2405.734369615898,424.195877925282,9170.02","22_1"
"2576","19_Tube60","","point","-2124.955164152064,-123.7645443588888,9681.118398019549","21_12"
"2577","19_Tube60","","point","-2153.478675600552,-125.4258497160521,9634.6549072905","21_11"
"2578","19_Tube60","","point","-2182.00218704904,-127.0871550732154,9588.191416561451","21_10"
"2579","19_Tube60","","point","-2210.525698497527,-128.7484604303787,9541.7279258324","21_9"
"2580","19_Tube60","","point","-2239.049209946015,-130.409765787542,9495.26443510335","21_8"
"2581","19_Tube60","","point","-2267.572721394503,-132.0710711447053,9448.800944374299","21_7"
"2582","19_Tube60","","point","-2296.096232842991,-133.7323765018686,9402.33745364525","21_6"
"2583","19_Tube60","","point","-2324.619744291478,-135.3936818590319,9355.873962916201","21_5"
"2584","19_Tube60","","point","-2353.143255739966,-137.0549872161951,9309.41047218715","21_4"
"2585","19_Tube60","","point","-2381.666767188453,-138.7162925733584,9262.946981458101","21_3"
"2586","19_Tube60","","point","-2410.190278636941,-140.3775979305217,9216.483490729051","21_2"
"2587","19_Tube60","","point","-2438.713790085429,-142.038903287685,9170.02","21_1"
"2588","19_Tube60","","point","-2039.134654525907,-610.4768405176391,9681.118398019549","20_12"
"2589","19_Tube60","","point","-2066.506187650272,-618.6713396032185,9634.6549072905","20_11"
"2590","19_Tube60","","point","-2093.877720774637,-626.865838688798,9588.191416561451","20_10"
"2591","19_Tube60","","point","-2121.249253899001,-635.0603377743774,9541.7279258324","20_9"
"2592","19_Tube60","","point","-2148.620787023365,-643.254836859957,9495.26443510335","20_8"
"2593","19_Tube60","","point","-2175.99232014773,-651.4493359455364,9448.800944374299","20_7"
"2594","19_Tube60","","point","-2203.363853272094,-659.6438350311158,9402.33745364525","20_6"
"2595","19_Tube60","","point","-2230.735386396459,-667.8383341166954,9355.873962916201","20_5"
"2596","19_Tube60","","point","-2258.106919520823,-676.0328332022748,9309.41047218715","20_4"
"2597","19_Tube60","","point","-2285.478452645188,-684.2273322878543,9262.946981458101","20_3"
"2598","19_Tube60","","point","-2312.849985769552,-692.4218313734337,9216.483490729051","20_2"
"2599","19_Tube60","","point","-2340.221518893917,-700.6163304590132,9170.02","20_1"
"2600","19_Tube60","","point","-1843.383867863926,-1064.278172188043,9681.118398019549","19_12"
"2601","19_Tube60","","point","-1868.127816228575,-1078.564097435268,9634.6549072905","19_11"
"2602","19_Tube60","","point","-1892.871764593225,-1092.850022682493,9588.191416561451","19_10"
"2603","19_Tube60","","point","-1917.615712957875,-1107.135947929718,9541.7279258324","19_9"
"2604","19_Tube60","","point","-1942.359661322524,-1121.421873176943,9495.26443510335","19_8"
"2605","19_Tube60","","point","-1967.103609687174,-1135.707798424168,9448.800944374299","19_7"
"2606","19_Tube60","","point","-1991.847558051823,-1149.993723671393,9402.33745364525","19_6"
"2607","19_Tube60","","point","-2016.591506416473,-1164.279648918618,9355.873962916201","19_5"
"2608","19_Tube60","","point","-2041.335454781122,-1178.565574165843,9309.41047218715","19_4"
"2609","19_Tube60","","point","-2066.079403145772,-1192.851499413068,9262.946981458101","19_3"
"2610","19_Tube60","","point","-2090.823351510422,-1207.137424660293,9216.483490729051","19_2"
"2611","19_Tube60","","point","-2115.567299875071,-1221.423349907518,9170.02","19_1"
"2612","19_Tube60","","point","-1548.255779743271,-1460.703992117652,9681.118398019549","18_12"
"2613","19_Tube60","","point","-1569.038190687135,-1480.31118559867,9634.6549072905","18_11"
"2614","19_Tube60","","point","-1589.820601631,-1499.918379079689,9588.191416561451","18_10"
"2615","19_Tube60","","point","-1610.603012574863,-1519.525572560708,9541.7279258324","18_9"
"2616","19_Tube60","","point","-1631.385423518728,-1539.132766041726,9495.26443510335","18_8"
"2617","19_Tube60","","point","-1652.167834462592,-1558.739959522745,9448.800944374299","18_7"
"2618","19_Tube60","","point","-1672.950245406456,-1578.347153003764,9402.33745364525","18_6"
"2619","19_Tube60","","point","-1693.73265635032,-1597.954346484783,9355.873962916201","18_5"
"2620","19_Tube60","","point","-1714.515067294184,-1617.561539965802,9309.41047218715","18_4"
"2621","19_Tube60","","point","-1735.297478238048,-1637.16873344682,9262.946981458101","18_3"
"2622","19_Tube60","","point","-1756.079889181912,-1656.775926927839,9216.483490729051","18_2"
"2623","19_Tube60","","point","-1776.862300125776,-1676.383120408858,9170.02","18_1"
"2624","19_Tube60","","point","-1169.660821785584,-1778.382881743063,9681.118398019549","17_12"
"2625","19_Tube60","","point","-1185.361310155352,-1802.254314582181,9634.6549072905","17_11"
"2626","19_Tube60","","point","-1201.061798525121,-1826.125747421299,9588.191416561451","17_10"
"2627","19_Tube60","","point","-1216.762286894889,-1849.997180260417,9541.7279258324","17_9"
"2628","19_Tube60","","point","-1232.462775264657,-1873.868613099535,9495.26443510335","17_8"
"2629","19_Tube60","","point","-1248.163263634426,-1897.740045938653,9448.800944374299","17_7"
"2630","19_Tube60","","point","-1263.863752004194,-1921.611478777771,9402.33745364525","17_6"
"2631","19_Tube60","","point","-1279.564240373962,-1945.482911616888,9355.873962916201","17_5"
"2632","19_Tube60","","point","-1295.264728743731,-1969.354344456006,9309.41047218715","17_4"
"2633","19_Tube60","","point","-1310.965217113499,-1993.225777295124,9262.946981458101","17_3"
"2634","19_Tube60","","point","-1326.665705483267,-2017.097210134242,9216.483490729051","17_2"
"2635","19_Tube60","","point","-1342.366193853035,-2040.96864297336,9170.02","17_1"
"2636","19_Tube60","","point","-728.0091461700185,-2000.188689896453,9681.118398019549","16_12"
"2637","19_Tube60","","point","-737.7812945737569,-2027.037446970423,9634.6549072905","16_11"
"2638","19_Tube60","","point","-747.5534429774954,-2053.886204044394,9588.191416561451","16_10"
"2639","19_Tube60","","point","-757.3255913812336,-2080.734961118364,9541.7279258324","16_9"
"2640","19_Tube60","","point","-767.0977397849721,-2107.583718192334,9495.26443510335","16_8"
"2641","19_Tube60","","point","-776.8698881887104,-2134.432475266304,9448.800944374299","16_7"
"2642","19_Tube60","","point","-786.6420365924489,-2161.281232340274,9402.33745364525","16_6"
"2643","19_Tube60","","point","-796.4141849961873,-2188.129989414244,9355.873962916201","16_5"
"2644","19_Tube60","","point","-806.1863333999255,-2214.978746488214,9309.41047218715","16_4"
"2645","19_Tube60","","point","-815.958481803664,-2241.827503562184,9262.946981458101","16_3"
"2646","19_Tube60","","point","-825.7306302074023,-2268.676260636154,9216.483490729051","16_2"
"2647","19_Tube60","","point","-835.5027786111407,-2295.525017710124,9170.02","16_1"
"2648","19_Tube60","","point","-247.1103090462824,-2114.163808047981,9681.118398019549","15_12"
"2649","19_Tube60","","point","-250.427298434119,-2142.542465913404,9634.6549072905","15_11"
"2650","19_Tube60","","point","-253.7442878219556,-2170.921123778827,9588.191416561451","15_10"
"2651","19_Tube60","","point","-257.0612772097921,-2199.299781644249,9541.7279258324","15_9"
"2652","19_Tube60","","point","-260.3782665976288,-2227.678439509672,9495.26443510335","15_8"
"2653","19_Tube60","","point","-263.6952559854653,-2256.057097375096,9448.800944374299","15_7"
"2654","19_Tube60","","point","-267.0122453733019,-2284.435755240518,9402.33745364525","15_6"
"2655","19_Tube60","","point","-270.3292347611385,-2312.814413105941,9355.873962916201","15_5"
"2656","19_Tube60","","point","-273.6462241489751,-2341.193070971363,9309.41047218715","15_4"
"2657","19_Tube60","","point","-276.9632135368117,-2369.571728836786,9262.946981458101","15_3"
"2658","19_Tube60","","point","-280.2802029246483,-2397.950386702209,9216.483490729051","15_2"
"2659","19_Tube60","","point","-283.5971923124849,-2426.329044567632,9170.02","15_1"
"2660","19_Tube60","","point","247.1103088002582,-2114.163808076737,9681.118398019549","14_12"
"2661","19_Tube60","","point","250.4272981847924,-2142.542465942546,9634.6549072905","14_11"
"2662","19_Tube60","","point","253.7442875693266,-2170.921123808355,9588.191416561451","14_10"
"2663","19_Tube60","","point","257.0612769538608,-2199.299781674164,9541.7279258324","14_9"
"2664","19_Tube60","","point","260.378266338395,-2227.678439539973,9495.26443510335","14_8"
"2665","19_Tube60","","point","263.6952557229291,-2256.057097405782,9448.800944374299","14_7"
"2666","19_Tube60","","point","267.0122451074633,-2284.43575527159,9402.33745364525","14_6"
"2667","19_Tube60","","point","270.3292344919975,-2312.814413137399,9355.873962916201","14_5"
"2668","19_Tube60","","point","273.6462238765316,-2341.193071003208,9309.41047218715","14_4"
"2669","19_Tube60","","point","276.9632132610658,-2369.571728869017,9262.946981458101","14_3"
"2670","19_Tube60","","point","280.2802026456,-2397.950386734825,9216.483490729051","14_2"
"2671","19_Tube60","","point","283.5971920301342,-2426.329044600634,9170.02","14_1"
"2672","19_Tube60","","point","728.0091459372575,-2000.188689981171,9681.118398019549","13_12"
"2673","19_Tube60","","point","737.7812943378715,-2027.037447056278,9634.6549072905","13_11"
"2674","19_Tube60","","point","747.5534427384855,-2053.886204131386,9588.191416561451","13_10"
"2675","19_Tube60","","point","757.3255911390995,-2080.734961206493,9541.7279258324","13_9"
"2676","19_Tube60","","point","767.0977395397135,-2107.5837182816,9495.26443510335","13_8"
"2677","19_Tube60","","point","776.8698879403275,-2134.432475356708,9448.800944374299","13_7"
"2678","19_Tube60","","point","786.6420363409417,-2161.281232431815,9402.33745364525","13_6"
"2679","19_Tube60","","point","796.4141847415557,-2188.129989506922,9355.873962916201","13_5"
"2680","19_Tube60","","point","806.1863331421697,-2214.978746582029,9309.41047218715","13_4"
"2681","19_Tube60","","point","815.9584815427837,-2241.827503657137,9262.946981458101","13_3"
"2682","19_Tube60","","point","825.7306299433977,-2268.676260732244,9216.483490729051","13_2"
"2683","19_Tube60","","point","835.5027783440117,-2295.525017807351,9170.02","13_1"
"2684","19_Tube60","","point","1169.660821578635,-1778.382881879175,9681.118398019549","12_12"
"2685","19_Tube60","","point","1185.361309945626,-1802.25431472012,9634.6549072905","12_11"
"2686","19_Tube60","","point","1201.061798312616,-1826.125747561066,9588.191416561451","12_10"
"2687","19_Tube60","","point","1216.762286679607,-1849.99718040201,9541.7279258324","12_9"
"2688","19_Tube60","","point","1232.462775046597,-1873.868613242955,9495.26443510335","12_8"
"2689","19_Tube60","","point","1248.163263413588,-1897.7400460839,9448.800944374299","12_7"
"2690","19_Tube60","","point","1263.863751780578,-1921.611478924845,9402.33745364525","12_6"
"2691","19_Tube60","","point","1279.564240147569,-1945.48291176579,9355.873962916201","12_5"
"2692","19_Tube60","","point","1295.264728514559,-1969.354344606735,9309.41047218715","12_4"
"2693","19_Tube60","","point","1310.965216881549,-1993.22577744768,9262.946981458101","12_3"
"2694","19_Tube60","","point","1326.66570524854,-2017.097210288625,9216.483490729051","12_2"
"2695","19_Tube60","","point","1342.36619361553,-2040.96864312957,9170.02","12_1"
"2696","19_Tube60","","point","1548.25577957329,-1460.703992297821,9681.118398019549","11_12"
"2697","19_Tube60","","point","1569.038190514872,-1480.311185781258,9634.6549072905","11_11"
"2698","19_Tube60","","point","1589.820601456455,-1499.918379264696,9588.191416561451","11_10"
"2699","19_Tube60","","point","1610.603012398037,-1519.525572748133,9541.7279258324","11_9"
"2700","19_Tube60","","point","1631.38542333962,-1539.13276623157,9495.26443510335","11_8"
"2701","19_Tube60","","point","1652.167834281202,-1558.739959715007,9448.800944374299","11_7"
"2702","19_Tube60","","point","1672.950245222784,-1578.347153198445,9402.33745364525","11_6"
"2703","19_Tube60","","point","1693.732656164367,-1597.954346681882,9355.873962916201","11_5"
"2704","19_Tube60","","point","1714.515067105949,-1617.561540165319,9309.41047218715","11_4"
"2705","19_Tube60","","point","1735.297478047532,-1637.168733648756,9262.946981458101","11_3"
"2706","19_Tube60","","point","1756.079888989114,-1656.775927132193,9216.483490729051","11_2"
"2707","19_Tube60","","point","1776.862299930697,-1676.383120615631,9170.02","11_1"
"2708","19_Tube60","","point","1843.383867740077,-1064.278172402556,9681.118398019549","10_12"
"2709","19_Tube60","","point","1868.127816103064,-1078.56409765266,9634.6549072905","10_11"
"2710","19_Tube60","","point","1892.871764466051,-1092.850022902765,9588.191416561451","10_10"
"2711","19_Tube60","","point","1917.615712829038,-1107.135948152869,9541.7279258324","10_9"
"2712","19_Tube60","","point","1942.359661192025,-1121.421873402973,9495.26443510335","10_8"
"2713","19_Tube60","","point","1967.103609555013,-1135.707798653078,9448.800944374299","10_7"
"2714","19_Tube60","","point","1991.847557918,-1149.993723903182,9402.33745364525","10_6"
"2715","19_Tube60","","point","2016.591506280987,-1164.279649153287,9355.873962916201","10_5"
"2716","19_Tube60","","point","2041.335454643974,-1178.565574403391,9309.41047218715","10_4"
"2717","19_Tube60","","point","2066.079403006961,-1192.851499653496,9262.946981458101","10_3"
"2718","19_Tube60","","point","2090.823351369948,-1207.1374249036,9216.483490729051","10_2"
"2719","19_Tube60","","point","2115.567299732935,-1221.423350153705,9170.02","10_1"
"2720","19_Tube60","","point","2039.134654454866,-610.4768407549311,9681.118398019547","9_12"
"2721","19_Tube60","","point","2066.506187578278,-618.6713398436957,9634.654907290498","9_11"
"2722","19_Tube60","","point","2093.877720701688,-626.8658389324605,9588.191416561449","9_10"
"2723","19_Tube60","","point","2121.249253825099,-635.0603380212251,9541.727925832398","9_9"
"2724","19_Tube60","","point","2148.62078694851,-643.2548371099898,9495.264435103349","9_8"
"2725","19_Tube60","","point","2175.992320071921,-651.4493361987545,9448.800944374299","9_7"
"2726","19_Tube60","","point","2203.363853195332,-659.6438352875191,9402.33745364525","9_6"
"2727","19_Tube60","","point","2230.735386318743,-667.8383343762838,9355.873962916199","9_5"
"2728","19_Tube60","","point","2258.106919442154,-676.0328334650484,9309.410472187148","9_4"
"2729","19_Tube60","","point","2285.478452565565,-684.2273325538131,9262.946981458099","9_3"
"2730","19_Tube60","","point","2312.849985688976,-692.4218316425777,9216.48349072905","9_2"
"2731","19_Tube60","","point","2340.221518812386,-700.6163307313424,9170.019999999999","9_1"
"2732","19_Tube60","","point","2124.955164137662,-123.7645446061683,9681.118398019549","8_12"
"2733","19_Tube60","","point","2153.478675585956,-125.4258499666508,9634.6549072905","8_11"
"2734","19_Tube60","","point","2182.00218703425,-127.0871553271334,9588.191416561451","8_10"
"2735","19_Tube60","","point","2210.525698482545,-128.7484606876159,9541.7279258324","8_9"
"2736","19_Tube60","","point","2239.049209930839,-130.4097660480985,9495.26443510335","8_8"
"2737","19_Tube60","","point","2267.572721379133,-132.071071408581,9448.800944374299","8_7"
"2738","19_Tube60","","point","2296.096232827428,-133.7323767690636,9402.33745364525","8_6"
"2739","19_Tube60","","point","2324.619744275722,-135.3936821295461,9355.873962916201","8_5"
"2740","19_Tube60","","point","2353.143255724016,-137.0549874900287,9309.41047218715","8_4"
"2741","19_Tube60","","point","2381.666767172311,-138.7162928505112,9262.946981458101","8_3"
