"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Keys","Attribute Texts"
"100","MotorDown","","point","1157.967956971391,-3867.882338318939,2319.884955357164","nest_bird","25_4"
"101","MotorDown","","point","659.8630751343167,-3742.269461446379,7020.020000000004","nest_bird","26_1"
"102","MotorDown","","point","705.8797270578497,-4003.242862900013,7919.749910714278","nest_bird","26_2"
"103","MotorDown","","point","705.1124851936675,-3998.89161806441,7020.020000000004","nest_bird","26_3"
"104","MotorDown","","point","701.1044597511025,-3976.160976239417,2319.884955357164","nest_bird","26_4"
"105","MotorDown","","point","220.9503498597907,-3793.571001430806,7020.020000000004","nest_bird","27_1"
"106","MotorDown","","point","236.3586909611773,-4058.122001325032,7919.749910714278","nest_bird","27_2"
"107","MotorDown","","point","236.1017856050439,-4053.711106706532,7020.020000000004","nest_bird","27_3"
"108","MotorDown","","point","234.7597274460829,-4030.668857996341,2319.884955357164","nest_bird","27_4"
"109","MotorDown","","point","-220.9503498598244,-3793.571001430804,7020.020000000004","nest_bird","28_1"
"110","MotorDown","","point","-236.3586909612197,-4058.122001325029,7919.749910714278","nest_bird","28_2"
"111","MotorDown","","point","-236.1017856050798,-4053.711106706529,7020.020000000004","nest_bird","28_3"
"112","MotorDown","","point","-234.7597274461159,-4030.668857996338,2319.884955357164","nest_bird","28_4"
"113","MotorDown","","point","-659.8630751343493,-3742.269461446373,7020.020000000004","nest_bird","29_1"
"114","MotorDown","","point","-705.8797270578909,-4003.242862900006,7919.749910714278","nest_bird","29_2"
"115","MotorDown","","point","-705.1124851937025,-3998.891618064404,7020.020000000004","nest_bird","29_3"
"116","MotorDown","","point","-701.1044597511346,-3976.160976239412,2319.884955357164","nest_bird","29_4"
"117","MotorDown","","point","-1089.852284302156,-3640.360146798839,7020.020000000004","nest_bird","30_1"
"118","MotorDown","","point","-1165.854950771404,-3894.226732252883,7919.749910714278","nest_bird","30_2"
"119","MotorDown","","point","-1164.587748029189,-3889.993980322089,7020.020000000004","nest_bird","30_3"
"120","MotorDown","","point","-1157.967956971424,-3867.882338318929,2319.884955357164","nest_bird","30_4"
"121","MotorDown","","point","-1505.103110948806,-3489.221206145021,7020.020000000004","nest_bird","31_1"
"122","MotorDown","","point","-1610.063986281111,-3732.547865535249,7919.749910714278","nest_bird","31_2"
"123","MotorDown","","point","-1608.313959404092,-3728.490847217908,7020.020000000004","nest_bird","31_3"
"124","MotorDown","","point","-1599.171924049043,-3707.297227062509,2319.884955357164","nest_bird","31_4"
