"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Keys","Attribute Texts"
"263","Center01_Glass","","point","-257.7657783022041,446.4634244719376,6010.661649222564","nest_bird","17_14"
"264","Center01_Glass","","point","-240.0388721989086,415.7595224400662,5714.940901069716","nest_bird","17_13"
"265","Center01_Glass","","point","-227.9450963093306,394.8124881439318,5419.098773826896","nest_bird","17_12"
"266","Center01_Glass","","point","-218.5345993204475,378.5130292347111,5119.943178992402","nest_bird","17_11"
"267","Center01_Glass","","point","-210.2089416073862,364.0925670692642,4821.801972594937","nest_bird","17_10"
"268","Center01_Glass","","point","-202.809863563344,351.2769879678255,4522.552936237946","nest_bird","17_9"
"269","Center01_Glass","","point","-196.4581646115886,340.2755226689924,4224.219151077657","nest_bird","17_8"
"270","Center01_Glass","","point","-191.0491123577629,330.906769345105,3924.80022568881","nest_bird","17_7"
"271","Center01_Glass","","point","-186.6724430244842,323.3261556914034,3626.325710365081","nest_bird","17_6"
"272","Center01_Glass","","point","-183.2543628864218,317.4058672291372,3326.789711268045","nest_bird","17_5"
"273","Center01_Glass","","point","-180.8534601858734,313.2473817665589,3028.226336415254","nest_bird","17_4"
"274","Center01_Glass","","point","-179.4269498886232,310.7765934542014,2728.626099032032","nest_bird","17_3"
"275","Center01_Glass","","point","-178.9980247506178,310.0336733223643,2429.013505739454","nest_bird","17_2"
"276","Center01_Glass","","point","-179.0000000000053,310.037094554829,2130.000000000004","nest_bird","17_1"
"277","Center01_Glass","","point","-484.4411995234254,176.3221768787331,6010.661649222564","nest_bird","15_14"
